País,Variable,Código CINE,Nivel CINE,Grado,Población,Year,value,Definicion_variable
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2022,16417.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2022,15318.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2022,7795.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2022,7523.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2022,2044.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2022,949.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2022,1095.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,2022,39037.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,2022,19308.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,2022,19729.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,2022,17574.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,2022,7698.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,2022,9876.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2022,9199.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,2022,3944.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,2022,5255.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Colombia,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,2022,741931.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,2022,378314.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,2022,363617.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,2022,619392.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,2022,295631.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,2022,323761.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,2022,496420.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,2022,227865.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Colombia,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,2022,268555.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2022,11828.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2022,5814.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2022,6014.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2022,10038.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2022,1790.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2022,41256.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,2022,20698.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2022,20558.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2022,34554.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2022,6702.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2022,15782.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2022,7746.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2022,8036.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2022,13212.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2022,2570.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2022,11208.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2022,5291.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2022,5917.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2022,9416.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2022,1792.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Ecuador,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,2022,171.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,2022,90.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2022,81.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Urbano,2022,151.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Rural,2022,20.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2022,252.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2022,156.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2022,96.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2022,220.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2022,32.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2022,186.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2022,96.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2022,90.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2022,164.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2022,22.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2022,111.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2022,55.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2022,56.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2022,96.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2022,15.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,2022,3322.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,2022,1768.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2022,1554.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Urbano,2022,2753.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Rural,2022,569.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2022,1392.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2022,753.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2022,639.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2022,1167.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2022,225.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Total,2022,1735.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Hombres,2022,886.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2022,849.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Urbano,2022,1459.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Rural,2022,276.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2022,1100.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2022,542.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2022,558.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2022,946.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2022,154.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2022,803.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2022,368.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2022,435.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2022,707.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2022,96.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,2022,5274.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,2022,2671.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,2022,2603.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,2022,4180.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,2022,2019.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,2022,2161.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2022,2966.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,2022,1351.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,2022,1615.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,2022,312477.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,2022,158021.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,2022,154456.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,2022,285188.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,2022,143441.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,2022,141747.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,2022,265868.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,2022,131106.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Ecuador,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,2022,134762.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Peru,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2022,29905.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2022,13170.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2022,16735.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2022,29362.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2022,543.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2022,73936.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,2022,34385.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2022,39551.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2022,72933.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2022,1003.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2022,23543.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2022,10967.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2022,12576.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2022,23303.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2022,240.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2022,10645.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2022,4825.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2022,5820.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2022,10560.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2022,85.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Peru,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,2022,84.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,2022,33.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2022,51.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Urbano,2022,83.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Rural,2022,1.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2022,15.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2022,8.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2022,7.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2022,15.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2022,0.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2022,7.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2022,1.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2022,6.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2022,7.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2022,0.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2022,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2022,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2022,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2022,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2022,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,2022,3288.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,2022,1697.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2022,1591.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Urbano,2022,3214.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Rural,2022,74.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2022,1129.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2022,592.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2022,537.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2022,1112.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2022,17.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Total,2022,1304.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Hombres,2022,628.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Peru,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2022,676.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
