País,Variable,Código CINE,Nivel CINE,Grado,Población,Year,value,Definicion_variable
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2018,1270.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,2018,514.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,2018,756.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,2018,176919.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,2018,89962.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,2018,86957.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,2018,162669.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,2018,79638.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,2018,83031.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,2018,101332.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,2018,43302.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Republica-Dominicana,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,2018,58030.0,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2018,,Número de matriculados en situación de movilidad al inicio del año escolar.
Uruguay,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Urbano,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Rural,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2018,,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Urbano,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Rural,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2018,,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Total,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Hombres,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Urbano,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Rural,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2018,,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,2018,,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,2018,,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,2018,,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,2018,,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,2018,,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,2018,,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2018,,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,2018,,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Mujeres,2018,,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Total,2018,,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Hombres,2018,,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-1,Educación primaria,,Mujeres,2018,,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Total,2018,,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Hombres,2018,,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-2,Educación secundaria baja,,Mujeres,2018,,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Total,2018,,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Hombres,2018,,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Uruguay,"𝐼𝐺𝑛,𝑔",CINE-3,Educación secundaria alta,,Mujeres,2018,,Número total de promovidos del último grado de cada nivel en el año escolar (estudiantes nacionales y en situación de movilidad).
Argentina,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2019,13671.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2019,578.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2019,13093.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2019,61145.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2019,2746.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2019,58399.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2019,72475.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2019,2046.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Argentina,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2019,70429.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2019,13654.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2019,7543.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2019,6111.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2019,13012.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2019,642.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Total,2019,78927.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Hombres,2019,43151.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2019,35776.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Urbano,2019,75620.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-1,Educación primaria,,Rural,2019,3307.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2019,23104.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2019,12332.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2019,10772.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2019,22253.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2019,851.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2019,25041.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2019,12638.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2019,12403.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2019,24688.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2019,353.0,Número de matriculados en situación de movilidad al inicio del año escolar.
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Total,2019,1688.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Hombres,2019,1126.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2019,562.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Urbano,2019,1630.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-1,Educación primaria,,Rural,2019,58.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2019,534.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2019,349.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2019,185.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2019,520.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2019,14.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2019,575.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2019,353.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2019,222.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2019,572.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2019,3.0,Número de matriculados en situación de movilidad al inicio del año escolar que están en condición de repitentes.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Total,2019,3.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Hombres,2019,1.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Mujeres,2019,2.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Urbano,2019,3.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-02,Educación pre-primaria,,Rural,2019,0.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Total,2019,2963.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Hombres,2019,1936.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2019,1027.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Urbano,2019,2826.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-1,Educación primaria,,Rural,2019,137.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2019,2007.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2019,1261.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2019,746.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2019,1926.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝑒𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2019,81.0,Matriculados en situación de movilidad con dos o más años de edad por encima de la edad teórica exigida para el grado que cursan.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Total,2019,4658.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Hombres,2019,2590.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Mujeres,2019,2068.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Urbano,2019,4456.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-1,Educación primaria,,Rural,2019,202.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Total,2019,1084.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Hombres,2019,599.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Mujeres,2019,485.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Urbano,2019,1048.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-2,Educación secundaria baja,,Rural,2019,36.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Total,2019,1702.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Hombres,2019,844.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Mujeres,2019,858.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Urbano,2019,1680.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,𝐼𝑅𝐴𝑔𝑀,CINE-3,Educación secundaria alta,,Rural,2019,22.0,Estudiantes en situación de movilidad retirados por abandono en el año escolar.
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Total,2019,11113.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Hombres,2019,6016.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-1,Educación primaria,,Mujeres,2019,5097.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Total,2019,10537.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Hombres,2019,5557.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-2,Educación secundaria baja,,Mujeres,2019,4980.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Total,2019,2890.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
Chile,"𝐼𝐺𝑛,𝑔𝑀",CINE-3,Educación secundaria alta,,Hombres,2019,1353.0,Número de promovidos en situación de movilidad del último grado de cada nivel en el año escolar.
